学科,书本,标题,题干,是否有图片,图片路径,掌握程度,标签,答案,历次反馈,预留空间,首次做题时间
数学,660题,660题-375,已知$\boldsymbol{A}=\begin{bmatrix}1&1&a&4\\1&0&2&a\\-1&a&1&0\end{bmatrix}$，$r(\boldsymbol{A}) = 3$，则$a$的取值范围为\underline{\quad\quad}。,n,660题-375,*,错题、不规范,"$a\neq 3$。分析：经初等变换矩阵秩不变，
\[
\boldsymbol{A}\to\begin{bmatrix}1&1&a&4\\0&1&a - 2&4 - a\\0&0&(a + 1)(3 - a)&a(a - 3)\end{bmatrix}
\]
$r(\boldsymbol{A}) = 3\Leftrightarrow(a + 1)(3 - a)$与$a(a - 3)$不全为$0\Leftrightarrow a\neq 3$。",,10cm,2026-06-02
数学,660题,660题-377,设矩阵$\boldsymbol{A}$的伴随矩阵$\boldsymbol{A}^* = \begin{bmatrix}4&-2&0&0\\-3&1&0&0\\0&0&-4&0\\0&0&0&-1\end{bmatrix}$，则$\boldsymbol{A} = \underline{\quad\quad\quad}$。,n,660题-377,*,错题、粗心,"\begin{align*}
&\text{因为 }\boldsymbol{A}\boldsymbol{A}^* = |\boldsymbol{A}|\boldsymbol{E}，\text{故 }\boldsymbol{A} = |\boldsymbol{A}|(\boldsymbol{A}^*)^{-1}，\text{由已知得}\\
&|\boldsymbol{A}^*| = \begin{vmatrix}4&-2\\-3&1\end{vmatrix}\cdot\begin{vmatrix}-4&0\\0&-1\end{vmatrix}=-8，\\
&\text{又 }|\boldsymbol{A}^*| = |\boldsymbol{A}|^3，\text{得 }|\boldsymbol{A}|=-2.\text{ 又}\\
&(\boldsymbol{A}^*)^{-1} = \begin{bmatrix}4&-2&0&0\\-3&1&0&0\\0&0&-4&0\\0&0&0&-1\end{bmatrix}^{-1} = \begin{bmatrix}-\frac{1}{2}&-1&0&0\\-\frac{3}{2}&-2&0&0\\0&0&-\frac{1}{4}&0\\0&0&0&-1\end{bmatrix}，\\
&\text{所以 }\boldsymbol{A} = |\boldsymbol{A}|(\boldsymbol{A}^*)^{-1} = \begin{bmatrix}1&2&0&0\\3&4&0&0\\0&0&\frac{1}{2}&0\\0&0&0&2\end{bmatrix}.
\end{align*}",2026-06-22:对,12cm,2026-06-03
数学,660题,660题-380,设$J = \begin{bmatrix} 0 & 1 & & & \\ & 0 & 1 & & \\ & & \ddots & \ddots & \\ & & & 0 & 1 \\ & & & & 0 \end{bmatrix}$是$n$阶矩阵，记$A = E + J + J^2 + \cdots + J^{n - 1}$，则$A^{-1} = \underline{\quad\quad\quad}$.,n,660题-380,*,错题,"\textbf{\textcolor{red}{方法1}}
求出$A$，然后对$(A,E)$作初等行变换，请同学完成（练练运算）.
\textbf{\textcolor{red}{方法2}}
注意$J^n = O$，用定义法：
\[ (E - J)(E + J + J^2 + \cdots + J^{n - 1}) = E - J^n = E \]
所以$A^{-1} = E - J$.",2026-06-18:错、公式忘记,12cm,2026-06-03
数学,660题,660题-382,四阶矩阵$A$和$B$满足$2ABA^{-1} = AB + 6E$，若$A = \begin{bmatrix}1 & 2 & 0 & 0\\1 & 3 & 0 & 0\\0 & 0 & 0 & 2\\0 & 0 & -1 & 0\end{bmatrix}$，则$B = \underline{\quad\quad\quad}$.,n,660题-382,*,错题、不简洁、粗心,"\begin{align*}
&\text{化简矩阵方程，矩阵方程两边左乘}A^{-1}\text{、右乘}A\text{有}\\
&2B = BA + 6E，\\
&\text{于是}B(2E - A) = 6E.\text{ 由于}2E - A\text{可逆，所以}\\
&B = 6(2E - A)^{-1} = 6\begin{bmatrix}1 & -2 & 0 & 0\\-1 & -1 & 0 & 0\\0 & 0 & 2 & -2\\0 & 0 & 1 & 2\end{bmatrix}^{-1}\\
&= 6\begin{bmatrix}\frac{1}{3} & -\frac{2}{3} & 0 & 0\\-\frac{1}{3} & -\frac{1}{3} & 0 & 0\\0 & 0 & \frac{1}{3} & \frac{1}{3}\\0 & 0 & -\frac{1}{6} & \frac{1}{3}\end{bmatrix}= \begin{bmatrix}2 & -4 & 0 & 0\\-2 & -2 & 0 & 0\\0 & 0 & 2 & 2\\0 & 0 & -1 & 2\end{bmatrix}
\end{align*}",,16cm,2026-06-03
数学,660题,660题-383,已知矩阵$A = \begin{bmatrix}1 & 2 & 1\\2 & 3 & a + 2\\1 & a & -2\end{bmatrix}$和$B = \begin{bmatrix}1 & 1 & a\\-1 & a & 1\\1 & -1 & 2\end{bmatrix}$不等价，则$a = \underline{\quad\quad\quad}$.,n,660题-383,*,错题、其他方法,"矩阵$A$和$B$等价$\Leftrightarrow r(A) = r(B)$. 由
\[
|A| = \begin{vmatrix}1 & 2 & 1\\2 & 3 & a + 2\\1 & a & -2\end{vmatrix}=-(a + 1)(a - 3)
\]
\[
|B| = \begin{vmatrix}1 & 1 & a\\-1 & a & 1\\1 & -1 & 2\end{vmatrix}=(a + 1)(4 - a)
\]
当$a = 3$时，$r(A) = 2$，$r(B) = 3$，当$a = 4$时，$r(A) = 3$，$r(B) = 2$，所以$a = 3$或$a = 4$时，矩阵$A$和$B$不等价.",,10cm,2026-06-03
数学,660题,660题-384,"已知$A = \begin{bmatrix}1&2&3&4\\2&3&4&5\\3&4&5&6\\4&5&6&7\end{bmatrix},B = \begin{bmatrix}0&1&-1&2\\0&-1&2&3\\0&0&1&4\\0&0&0&2\end{bmatrix}$，则秩$r(AB + 2A) = \underline{\quad\quad\quad}$.",n,660题-384,***,其他方法、不简洁,"由$AB + 2A = A(B + 2E)$，而
\[
B + 2E = \begin{bmatrix}2&1&-1&2\\0&1&2&3\\0&0&3&4\\0&0&0&4\end{bmatrix}
\]
是可逆矩阵，故$r(AB + 2A) = r(A(B + 2E)) = r(A)$.
经初等变换矩阵的秩不变，易见
\[
A = \begin{bmatrix}1&2&3&4\\2&3&4&5\\3&4&5&6\\4&5&6&7\end{bmatrix} \to \begin{bmatrix}1&2&3&4\\1&1&1&1\\1&1&1&1\\1&1&1&1\end{bmatrix} \to \begin{bmatrix}1&2&3&4\\0&-1&-2&-3\\0&0&0&0\\0&0&0&0\end{bmatrix}
\]
所以$r(AB + 2A) = 2$.",,9cm,2026-06-03
数学,660题,660题-389,"向量组$\boldsymbol{\alpha}_1=(2,1,3)^{\mathrm{T}},\boldsymbol{\alpha}_2=(1,2,1)^{\mathrm{T}},\boldsymbol{\alpha}_3=(3,3,4)^{\mathrm{T}},\boldsymbol{\alpha}_4=(5,1,8)^{\mathrm{T}},\boldsymbol{\alpha}_5=(0,0,2)^{\mathrm{T}}$的一个极大线性无关组是\underline{\quad\quad\quad}（答案不唯一）.",n,660题-389,***,不正规,"\[\boldsymbol{\alpha}_1,\boldsymbol{\alpha}_2,\boldsymbol{\alpha}_5\]
对\([\boldsymbol{\alpha}_1,\boldsymbol{\alpha}_2,\boldsymbol{\alpha}_3,\boldsymbol{\alpha}_4,\boldsymbol{\alpha}_5]\)作初等行变换，有
\[\begin{bmatrix}
2 & 1 & 3 & 5 & 0\\
1 & 2 & 3 & 1 & 0\\
3 & 1 & 4 & 8 & 2
\end{bmatrix}\to
\begin{bmatrix}
1 & 2 & 3 & 1 & 0\\
2 & 1 & 3 & 5 & 0\\
3 & 1 & 4 & 8 & 2
\end{bmatrix}\to
\begin{bmatrix}
1 & 2 & 3 & 1 & 0\\
0 & 1 & 1 & -1 & 0\\
0 & 0 & 0 & 0 & 1
\end{bmatrix},\]
第一，二，五列组成的三阶子式不为\(0\)，故极大无关组可以是\(\boldsymbol{\alpha}_1,\boldsymbol{\alpha}_2,\boldsymbol{\alpha}_5\).",,6cm,2026-06-06
数学,660题,660题-390,"设$n$维向量$\boldsymbol{\alpha}_1,\boldsymbol{\alpha}_2,\boldsymbol{\alpha}_3$满足$2\boldsymbol{\alpha}_1 - \boldsymbol{\alpha}_2 + 3\boldsymbol{\alpha}_3 = \boldsymbol{0}$，$\boldsymbol{\beta}$是任意$n$维向量，若$\boldsymbol{\beta} + \boldsymbol{\alpha}_1,\boldsymbol{\beta} + \boldsymbol{\alpha}_2,a\boldsymbol{\beta} + \boldsymbol{\alpha}_3$线性相关，则$a = \underline{\quad\quad\quad}$.",n,660题-390,***,不严谨,"【分析】$\boldsymbol{\beta} + \boldsymbol{\alpha}_1,\boldsymbol{\beta} + \boldsymbol{\alpha}_2,a\boldsymbol{\beta} + \boldsymbol{\alpha}_3$线性相关，则存在不全为零的数$k_1,k_2,k_3$，使得
\[
k_1(\boldsymbol{\beta} + \boldsymbol{\alpha}_1) + k_2(\boldsymbol{\beta} + \boldsymbol{\alpha}_2) + k_3(a\boldsymbol{\beta} + \boldsymbol{\alpha}_3) = \boldsymbol{0},
\]
整理有
\[
(k_1 + k_2 + k_3a)\boldsymbol{\beta} + (k_1\boldsymbol{\alpha}_1 + k_2\boldsymbol{\alpha}_2 + k_3\boldsymbol{\alpha}_3) = \boldsymbol{0}.
\]
因已知$2\boldsymbol{\alpha}_1 - \boldsymbol{\alpha}_2 + 3\boldsymbol{\alpha}_3 = \boldsymbol{0}$，且$\boldsymbol{\beta}$是任意向量，使得上式成立，只需取$k_1 = 2,k_2 = -1,k_3 = 3$，且令$\boldsymbol{\beta}$的系数为$0$，即$k_1 + k_2 + ak_3 = 2 - 1 + 3a = 0$，即$a = -\frac{1}{3}$.
故答案为$-\frac{1}{3}$.",,6cm,2026-06-06
数学,660题,660题-391,"已知向量组
（Ⅰ）$\boldsymbol{\alpha}_1 = (1,2,1)^T,\boldsymbol{\alpha}_2 = (2,3,a)^T,\boldsymbol{\alpha}_3 = (1,a + 2,-2)^T$，
（Ⅱ）$\boldsymbol{\beta}_1 = (1,-1,1)^T,\boldsymbol{\beta}_2 = (1,a,-1)^T,\boldsymbol{\beta}_3 = (a,1,2)^T$
不等价，则$a = \underline{\quad\quad\quad}$.",n,660题-391,***,想了会、不简洁,"由 \(|\boldsymbol{\alpha}_1,\boldsymbol{\alpha}_2,\boldsymbol{\alpha}_3|=\begin{vmatrix}1&2&1\\2&3&a + 2\\1&a&-2\end{vmatrix}=-(a + 1)(a - 3)\)，
\(|\boldsymbol{\beta}_1,\boldsymbol{\beta}_2,\boldsymbol{\beta}_3|=\begin{vmatrix}1&1&a\\-1&a&1\\1&-1&2\end{vmatrix}=-(a + 1)(a - 4)\)。
当 \(a = 3\) 时，\(r(\text{Ⅰ}) = 2,r(\text{Ⅱ}) = 3\)，
当 \(a = 4\) 时，\(r(\text{Ⅰ}) = 3,r(\text{Ⅱ}) = 2\)，
向量组（Ⅰ）与（Ⅱ）不等价。
当 \(a = -1\) 时，虽 \(r(\text{Ⅰ}) = r(\text{Ⅱ}) = 2\)，但因为 \(\boldsymbol{\alpha}_1 = (1,2,1)^T\) 不能由 \(\boldsymbol{\beta}_1 = (1,-1,1)^T\)，\(\boldsymbol{\beta}_2=(1,-1,-1)^T,\boldsymbol{\beta}_3 = (-1,1,2)^T\) 线性表出，所以（Ⅰ）与（Ⅱ）仍不等价。
注意 \(\begin{bmatrix}1&1&-1&1\\-1&-1&1&2\\1&-1&2&1\end{bmatrix}\to\begin{bmatrix}1&1&-1&1\\0&0&0&3\\1&-1&2&1\end{bmatrix}\)，故 \(x_1\boldsymbol{\beta}_1 + x_2\boldsymbol{\beta}_2 + x_3\boldsymbol{\beta}_3 = \boldsymbol{\alpha}_1\) 无解。
所以 \(a = 3\) 或 \(4\) 或 \(-1\)。",,20cm,2026-06-16
数学,660题,660题-392,"设$A = [\boldsymbol{\alpha}_1, \boldsymbol{\alpha}_2, \boldsymbol{\alpha}_3, \boldsymbol{\alpha}_4]$为四阶矩阵，若$A$经初等行变换变为矩阵$B = \begin{bmatrix}1 & 0 & -1 & 2 \\ 0 & 1 & 2 & 3 \\ 0 & 0 & 0 & 0 \\ 0 & 0 & 0 & 0\end{bmatrix}$，则满足$A = (\boldsymbol{\alpha}_1, \boldsymbol{\alpha}_2)K$的矩阵$K = \underline{\quad\quad\quad}$（答案不唯一）.",n,660题-392,***,其他方法,"\[K = \begin{bmatrix}1 & 0 & -1 & 2 \\ 0 & 1 & 2 & 3\end{bmatrix}\]
分析：由于矩阵$A$经初等行变换变为矩阵$B$，所以矩阵$A = [\boldsymbol{\alpha}_1, \boldsymbol{\alpha}_2, \boldsymbol{\alpha}_3, \boldsymbol{\alpha}_4]$与矩阵$B = [\boldsymbol{\beta}_1, \boldsymbol{\beta}_2, \boldsymbol{\beta}_3, \boldsymbol{\beta}_4] = \begin{bmatrix}1 & 0 & -1 & 2 \\ 0 & 1 & 2 & 3 \\ 0 & 0 & 0 & 0 \\ 0 & 0 & 0 & 0\end{bmatrix}$对应的列向量有相同的线性关系. 向量组$\boldsymbol{\beta}_1, \boldsymbol{\beta}_2, \boldsymbol{\beta}_3, \boldsymbol{\beta}_4$的秩为$2$，$\boldsymbol{\beta}_1, \boldsymbol{\beta}_2$为向量组$\boldsymbol{\beta}_1, \boldsymbol{\beta}_2, \boldsymbol{\beta}_3, \boldsymbol{\beta}_4$的一个极大线性无关组，且有$\boldsymbol{\beta}_3 = -\boldsymbol{\beta}_1 + 2\boldsymbol{\beta}_2$，$\boldsymbol{\beta}_4 = 2\boldsymbol{\beta}_1 + 3\boldsymbol{\beta}_2$，故$[\boldsymbol{\beta}_1, \boldsymbol{\beta}_2, \boldsymbol{\beta}_3, \boldsymbol{\beta}_4] = [\boldsymbol{\beta}_1, \boldsymbol{\beta}_2]\begin{bmatrix}1 & 0 & -1 & 2 \\ 0 & 1 & 2 & 3\end{bmatrix}$. 从而$A = [\boldsymbol{\alpha}_1, \boldsymbol{\alpha}_2, \boldsymbol{\alpha}_3, \boldsymbol{\alpha}_4] = [\boldsymbol{\alpha}_1, \boldsymbol{\alpha}_2]\begin{bmatrix}1 & 0 & -1 & 2 \\ 0 & 1 & 2 & 3\end{bmatrix}$，于是$K = \begin{bmatrix}1 & 0 & -1 & 2 \\ 0 & 1 & 2 & 3\end{bmatrix}$.",,11cm,2026-06-16
